district_nr,district_name,parent_district_nr,registered_voters_1,registered_voters_2,registered_voters_3,registered_voters_4,votes_1,votes_2,votes_3,votes_4,votes_unvalid_1,votes_unvalid_2,votes_unvalid_3,votes_unvalid_4,votes_valid_1,votes_valid_2,votes_valid_3,votes_valid_4,CDU_1,CDU_2,CDU_3,CDU_4,SPD_1,SPD_2,SPD_3,SPD_4,Linke_1,Linke_2,Linke_3,Linke_4,Gruene_1,Gruene_2,Gruene_3,Gruene_4,CSU_1,CSU_2,CSU_3,CSU_4,FDP_1,FDP_2,FDP_3,FDP_4,AfD_1,AfD_2,AfD_3,AfD_4,Piraten_1,Piraten_2,Piraten_3,Piraten_4,NPD_1,NPD_2,NPD_3,NPD_4,FW_1,FW_2,FW_3,FW_4,Mensch_1,Mensch_2,Mensch_3,Mensch_4,ÖDP_1,ÖDP_2,ÖDP_3,ÖDP_4,Arbeit_1,Arbeit_2,Arbeit_3,Arbeit_4,Bayern_1,Bayern_2,Bayern_3,Bayern_4,Volk_1,Volk_2,Volk_3,Volk_4,Vernunft_1,Vernunft_2,Vernunft_3,Vernunft_4,MLPD_1,MLPD_2,MLPD_3,MLPD_4,Soli_1,Soli_2,Soli_3,Soli_4,Sozialist_1,Sozialist_2,Sozialist_3,Sozialist_4,Rechte_1,Rechte_2,Rechte_3,Rechte_4,ADD_1,ADD_2,ADD_3,ADD_4,Alli_1,Alli_2,Alli_3,Alli_4,berg_1,berg_2,berg_3,berg_4,Grueink_1,Grueink_2,Grueink_3,Grueink_4,Demo_1,Demo_2,Demo_3,Demo_4,DKP_1,DKP_2,DKP_3,DKP_4,Mitte_1,Mitte_2,Mitte_3,Mitte_4,Graue_1,Graue_2,Graue_3,Graue_4,Urbane_1,Urbane_2,Urbane_3,Urbane_4,Garten_1,Garten_2,Garten_3,Garten_4,Welt_1,Welt_2,Welt_3,Welt_4,Huma_1,Huma_2,Huma_3,Huma_4,Gesund_1,Gesund_2,Gesund_3,Gesund_4,V-Partei_1,V-Partei_2,V-Partei_3,V-Partei_4,Bund_C_1,Bund_C_2,Bund_C_3,Bund_C_4,Einheit_1,Einheit_2,Einheit_3,Einheit_4,Violetten_1,Violetten_2,Violetten_3,Violetten_4,Familien_1,Familien_2,Familien_3,Familien_4,Frauen_1,Frauen_2,Frauen_3,Frauen_4,Mieter_1,Mieter_2,Mieter_3,Mieter_4,Neue_Lib_1,Neue_Lib_2,Neue_Lib_3,Neue_Lib_4,Unabh_1,Unabh_2,Unabh_3,Unabh_4,sonstige_1,sonstige_2,sonstige_3,sonstige_4
26,Friesland – Wilhelmshaven – Wittmund,3,189344,190034,189344,190034,139150,134162,139150,134162,1812,2369,1565,1760,137338,131793,137585,132402,44531,52275,45087,50796,54512,58178,42224,48011,8126,6736,9739,6814,7542,7362,9985,9731,NA,NA,NA,NA,8072,3024,12958,5670,11389,NA,12492,5479,NA,NA,377,2007,NA,1680,389,1206,1236,2538,878,1106,NA,NA,1413,1194,NA,NA,89,NA,1748,NA,1206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,93,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,121,NA,NA,NA,30,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318
27,Oldenburg – Ammerland,3,226253,220409,226253,220409,175971,163543,175971,163543,1812,1748,1303,1402,174159,161795,174668,162141,52596,59525,53418,57067,63232,60547,45506,52856,14080,8794,16349,10523,19824,18552,21819,20170,NA,NA,NA,NA,10635,3966,18137,8210,11591,5502,12624,6833,NA,2669,682,2853,NA,1093,336,1050,1392,1147,686,923,NA,NA,1457,1308,809,NA,418,NA,NA,NA,1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,298,NA,NA,NA,57,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286
28,Delmenhorst – Wesermarsch – Oldenburg-Land,3,227695,227719,227695,227719,170211,162698,170211,162698,1983,2059,1393,1911,168228,160639,168818,160787,57389,63832,56526,62620,55326,63256,47623,54848,10262,7273,11567,8814,12933,9784,13523,13059,NA,NA,NA,NA,15209,5263,17076,8035,15122,5292,16393,6359,NA,2747,604,2577,NA,1655,449,1612,1987,1299,1093,1072,NA,NA,1498,1390,NA,NA,154,NA,NA,NA,1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,NA,NA,157,NA,NA,NA,36,NA,NA,NA,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,360
29,Cuxhaven – Stade II,3,187679,187640,187679,187640,141748,137151,141748,137151,1458,1490,1032,1184,140290,135661,140716,135967,59926,63431,54162,59699,43079,49395,38924,45534,8122,4904,9118,6241,8491,8326,9711,9592,NA,NA,NA,NA,6967,1872,11482,4924,11861,4034,12652,4753,NA,2120,414,1968,NA,1306,396,1270,1844,NA,903,586,NA,NA,1337,1074,NA,NA,106,NA,NA,NA,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,100,NA,NA,NA,20,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,NA,284
30,Stade I – Rotenburg II,3,197298,194958,197298,194958,152485,145131,152485,145131,1191,1161,846,947,151294,143970,151639,144184,67191,68545,58989,64472,42682,49111,37246,44598,7960,4878,9523,6021,10580,9099,12461,11209,NA,NA,NA,NA,8758,2505,14480,6023,12560,5632,13479,6531,1331,1985,648,2131,NA,1457,551,1302,NA,758,778,620,NA,NA,1329,979,NA,NA,142,NA,NA,NA,1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,194,NA,NA,NA,23,NA,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,281
31,Mittelems,3,230151,228051,230151,228051,179790,170444,179790,170444,1185,1571,963,1206,178605,168873,178827,169238,95810,99705,88307,94923,47099,48903,41976,44069,6815,4543,8167,5107,8900,8393,10793,9160,NA,NA,NA,NA,10084,2673,16187,7032,8949,3777,9699,4331,NA,NA,384,2456,NA,879,289,790,NA,NA,268,285,NA,NA,938,767,NA,NA,237,NA,948,NA,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,134,NA,NA,NA,26,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298
32,Cloppenburg – Vechta,3,220042,216300,220042,216300,163671,153769,163671,153769,1553,1416,1152,1205,162118,152353,162519,152564,93546,101015,86302,96401,32997,32422,28870,30168,6618,3821,7145,4259,7048,5702,8208,6488,NA,NA,NA,NA,8357,2812,15298,7073,12638,3238,13146,3576,NA,NA,382,1816,NA,870,308,877,914,1451,529,799,NA,NA,803,681,NA,NA,110,NA,NA,NA,868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,105,NA,NA,NA,18,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405
33,Diepholz – Nienburg I,3,193959,193097,193959,193097,148297,142350,148297,142350,1484,1496,1024,1215,146813,140854,147273,141135,65462,66862,55829,61404,40101,47067,37505,44431,7758,4933,8951,6359,11252,10651,11990,11556,NA,NA,NA,NA,10284,2797,15514,6929,11956,3571,12433,4840,NA,2166,476,2143,NA,1288,366,1175,NA,903,668,673,NA,NA,1353,1196,NA,NA,223,NA,NA,NA,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,NA,NA,NA,167,NA,NA,NA,19,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,NA,408
34,Osterholz – Verden,3,196136,193643,196136,193643,153028,144923,153028,144923,1268,1502,1238,1708,151760,143421,151790,143215,59561,63174,53037,57243,48506,53660,40046,47413,10711,7195,11051,8008,10146,9729,14052,13708,NA,NA,NA,NA,8272,1359,13465,5235,12992,4499,14671,5487,NA,2516,562,2655,NA,1289,354,1321,1069,NA,631,392,NA,NA,1445,1250,NA,NA,124,NA,NA,NA,1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,NA,NA,NA,229,NA,NA,NA,21,NA,NA,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,NA,NA,445
35,Rotenburg I – Heidekreis,3,168081,167867,168081,167867,127071,122823,127071,122823,984,1317,974,994,126087,121506,126097,121829,45505,54448,47521,53163,51938,49301,34212,38018,5219,4758,7421,5572,6052,6026,10067,10332,NA,NA,NA,NA,5658,2097,10731,4930,10327,NA,11669,4586,NA,1875,396,1722,NA,1617,447,1275,1388,1384,770,796,NA,NA,1145,1028,NA,NA,114,NA,NA,NA,877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,138,NA,NA,NA,10,NA,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385
36,Harburg,3,199081,194856,199081,194856,161838,152819,161838,152819,1326,1416,980,1219,160512,151403,160858,151600,65224,68458,57815,64905,44016,47908,35378,42915,8638,5472,10124,6641,14566,10754,16410,14078,NA,NA,NA,NA,10458,5110,18840,7382,14825,8704,16048,9069,NA,2376,477,2499,NA,1112,358,1193,2785,1509,1331,1145,NA,NA,1632,1366,NA,NA,198,NA,NA,NA,1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,242,NA,NA,NA,27,NA,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374
37,Lüchow-Dannenberg – Lüneburg,3,180866,179069,180866,179069,141e3,133574,141e3,133574,1383,1375,862,1158,139617,132199,140138,132416,46740,52644,43862,48756,39169,44491,32866,38415,11692,7784,12706,9202,20637,15918,18906,18892,NA,NA,NA,NA,9249,2112,12959,5281,12130,4925,12495,5852,NA,2879,486,3e3,NA,1240,399,1145,NA,NA,552,402,NA,NA,1501,1081,NA,NA,250,NA,NA,NA,1387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,NA,NA,NA,312,NA,NA,NA,36,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,360
38,Osnabrück-Land,3,199131,197532,199131,197532,151301,144853,151301,144853,1226,1390,1109,1120,150075,143463,150192,143733,68381,76179,60739,68972,42435,46365,38527,42214,7908,5162,9156,5783,11613,8330,12346,11046,NA,NA,NA,NA,9604,2546,14602,6599,9905,NA,10939,4060,NA,2526,491,2188,NA,1135,322,968,NA,816,380,478,NA,NA,958,801,NA,NA,115,NA,NA,NA,903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,NA,140,NA,NA,NA,29,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,NA,601
39,Stadt Osnabrück,3,196475,194231,196475,194231,151988,142840,151988,142840,2701,1919,982,1641,149287,140921,151006,141199,60122,64416,53911,60754,47246,49059,37310,43099,12508,5840,12723,7188,15105,12568,18333,15390,NA,NA,NA,NA,13348,3934,14308,5874,NA,NA,9489,3765,NA,3102,700,2794,NA,884,211,652,NA,828,344,472,NA,NA,934,815,NA,NA,173,NA,NA,NA,1358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,NA,NA,NA,264,NA,958,NA,77,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,363
40,Nienburg II – Schaumburg,3,194800,195948,194800,195948,146673,141773,146673,141773,1203,1464,1027,1156,145470,140309,145646,140617,59126,58349,49894,56279,47612,62641,43307,51043,6532,4649,8289,6006,11204,8173,11831,11370,NA,NA,NA,NA,6538,1950,12427,4993,13291,NA,14943,5514,1167,2693,544,2108,NA,1854,406,1216,NA,NA,469,436,NA,NA,1467,1129,NA,NA,119,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,174,NA,NA,NA,18,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482
41,Stadt Hannover I,3,179883,181122,179883,181122,134842,129867,134842,129867,1433,1888,975,1868,133409,127979,133867,127999,39487,46650,36401,42910,47547,55711,36688,45441,9579,6435,12440,7993,12102,9876,16293,15718,NA,NA,NA,NA,8734,1889,13659,6043,11364,4051,12227,4654,1231,2434,768,2434,NA,NA,244,808,667,790,414,505,NA,NA,1214,988,NA,NA,161,NA,2401,NA,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,143,84,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,293,NA,137,NA,82,NA,NA,NA,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427
42,Stadt Hannover II,3,193433,193157,193433,193157,149030,141215,149030,141215,1402,1871,940,1925,147628,139344,148090,139290,42713,47180,36203,41684,49745,59686,37964,48292,13776,8657,17822,11129,16483,14229,22079,21559,NA,NA,NA,NA,8167,2050,14735,5983,10591,3802,11245,4749,1516,2937,968,3113,NA,803,190,736,NA,NA,353,398,NA,NA,1340,1171,NA,NA,186,NA,4168,NA,2963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,129,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,NA,NA,NA,470,NA,234,NA,139,NA,NA,NA,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381
43,Hannover-Land I,3,233242,232941,233242,232941,181649,176671,181649,176671,1565,1658,1292,1530,180084,175013,180357,175141,72275,77509,62825,72286,59548,67440,48776,57922,8958,6220,10889,7931,10725,8735,14335,14308,NA,NA,NA,NA,9325,4504,18868,8725,17216,5393,18364,7038,NA,2232,657,2516,NA,1619,409,1487,2037,1109,829,937,NA,NA,1507,1346,NA,NA,148,NA,NA,NA,1454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,226,NA,NA,NA,50,NA,NA,NA,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,608
44,Celle – Uelzen,3,214617,215285,214617,215285,162138,157058,162138,157058,1372,1562,1160,1361,160766,155496,160978,155697,68642,75369,58851,68568,48178,53237,40889,46931,7901,5655,9297,7085,9266,9563,12478,12071,NA,NA,NA,NA,8828,2091,16332,6478,16195,6591,17549,7722,NA,NA,475,2673,NA,1677,439,1511,1756,1313,888,982,NA,NA,1436,1173,NA,NA,151,NA,NA,NA,1328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,176,NA,NA,NA,22,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476
45,Gifhorn – Peine,3,217905,217256,217905,217256,168907,161941,168907,161941,1511,1788,1297,1473,167396,160153,167610,160468,60274,67368,56504,64451,63340,69259,50488,57875,8826,6810,10172,7575,9381,7666,12135,11855,NA,NA,NA,NA,8056,2266,13998,5648,16520,NA,18288,5786,NA,3063,662,2833,NA,1937,468,1524,NA,934,585,671,NA,NA,1586,1242,NA,NA,122,NA,NA,NA,1463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,NA,99,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,NA,NA,NA,186,NA,NA,NA,17,NA,NA,NA,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,NA,962
46,Hameln-Pyrmont – Holzminden,3,187377,191980,187377,191980,139756,137839,139756,137839,1311,2075,1106,1943,138445,135764,138650,135896,46172,53726,44418,50937,54119,57484,44180,49411,8219,6308,9127,7201,7509,8202,9994,11428,NA,NA,NA,NA,8034,2496,12531,5985,13142,4971,14052,5550,1250,2577,560,2152,NA,NA,411,1271,NA,NA,390,461,NA,NA,1285,1031,NA,NA,109,NA,NA,NA,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,125,NA,NA,NA,27,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439
47,Hannover-Land II,3,240015,240409,240015,240409,188498,182963,188498,182963,1732,2067,1488,1672,186766,180896,187010,181291,65816,75761,58987,69644,69106,78433,55166,65169,10122,7350,12306,8669,10696,9422,16292,16212,NA,NA,NA,NA,10090,2567,17926,7228,17569,NA,19387,6958,1676,3144,927,2737,NA,2247,506,1499,1691,1972,822,1044,NA,NA,1555,1429,NA,NA,163,NA,NA,NA,1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,312,NA,NA,NA,34,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649
